pokedex_number,name,japanese_name,type1,type2,abilities,hp,attack,defense,sp_attack,sp_defense,speed,base_total,classfication,generation,is_legendary,experience_growth,capture_rate,base_egg_steps,base_happiness,height_m,percentage_male,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
599,Klink,Giaruギアル,steel,,"['Plus', 'Minus', 'Clear Body']",40,55,70,45,60,30,300,Gear Pokémon,5,0,1059860,130,5120,70,0.3,,21,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
600,Klang,Gigiaruギギアル,steel,,"['Plus', 'Minus', 'Clear Body']",60,80,95,70,85,50,440,Gear Pokémon,5,0,1059860,60,5120,70,0.6,,51,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
601,Klinklang,Gigigiaruギギギアル,steel,,"['Plus', 'Minus', 'Clear Body']",60,100,115,70,85,90,520,Gear Pokémon,5,0,1059860,30,5120,70,0.6,,81,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
602,Tynamo,Shibishirasuシビシラス,electric,,['Levitate'],35,55,40,45,40,60,275,EleFish Pokémon,5,0,1250000,190,5120,70,0.2,50,0.3,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
603,Eelektrik,Shibibeelシビビール,electric,,['Levitate'],65,85,70,75,70,40,405,EleFish Pokémon,5,0,1250000,60,5120,70,1.2,50,22,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
604,Eelektross,Shibirudonシビルドン,electric,,['Levitate'],85,115,80,105,80,50,515,EleFish Pokémon,5,0,1250000,30,5120,70,2.1,50,80.5,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
605,Elgyem,Ligrayリグレー,psychic,,"['Telepathy', 'Synchronize', 'Analytic']",55,55,55,85,55,30,335,Cerebral Pokémon,5,0,1000000,255,5120,70,0.5,50,9,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
606,Beheeyem,Ohbemオーベム,psychic,,"['Telepathy', 'Synchronize', 'Analytic']",75,75,75,125,95,40,485,Cerebral Pokémon,5,0,1000000,90,5120,70,1,50,34.5,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
607,Litwick,Hitomoshiヒトモシ,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",50,30,55,65,55,20,275,Candle Pokémon,5,0,1059860,190,5120,70,0.3,50,3.1,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
608,Lampent,Lamplerランプラー,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",60,40,60,95,60,55,370,Lamp Pokémon,5,0,1059860,90,5120,70,0.6,50,13,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
609,Chandelure,Chandelaシャンデラ,ghost,fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",60,55,90,145,90,80,520,Luring Pokémon,5,0,1059860,45,5120,70,1,50,34.3,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
610,Axew,Kibagoキバゴ,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",46,87,60,30,40,57,320,Tusk Pokémon,5,0,1250000,75,10240,35,0.6,50,18,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
611,Fraxure,Onondoオノンド,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",66,117,70,40,50,67,410,Axe Jaw Pokémon,5,0,1250000,60,10240,35,1,50,36,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
612,Haxorus,Ononokusオノノクス,dragon,,"['Rivalry', 'Mold Breaker', 'Unnerve']",76,147,90,60,70,97,540,Axe Jaw Pokémon,5,0,1250000,45,10240,35,1.8,50,105.5,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
613,Cubchoo,Kumasyunクマシュン,ice,,"['Snow Cloak', 'Slush Rush', 'Rattled']",55,70,40,60,40,40,305,Chill Pokémon,5,0,1000000,120,5120,70,0.5,50,8.5,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
614,Beartic,Tunbearツンベアー,ice,,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",95,130,80,70,80,50,505,Freezing Pokémon,5,0,1000000,60,5120,70,2.6,50,260,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
615,Cryogonal,Freegeoフリージオ,ice,,['Levitate'],80,50,50,95,135,105,515,Crystallizing Pokémon,5,0,1000000,25,6400,70,1.1,,148,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
616,Shelmet,Chobomakiチョボマキ,bug,,"['Hydration', 'Shell Armor', 'Overcoat']",50,40,85,40,65,25,305,Snail Pokémon,5,0,1000000,200,3840,70,0.4,50,7.7,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
617,Accelgor,Agilderアギルダー,bug,,"['Hydration', 'Sticky Hold', 'Unburden']",80,70,40,100,60,145,495,Shell Out Pokémon,5,0,1000000,75,3840,70,0.8,50,25.3,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
618,Stunfisk,Maggyoマッギョ,ground,electric,"['Static', 'Limber', 'Sand Veil']",109,66,84,81,99,32,471,Trap Pokémon,5,0,1000000,75,5120,70,0.7,50,11,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2
619,Mienfoo,Kojofuコジョフー,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",45,85,50,55,50,65,350,Martial Arts Pokémon,5,0,1059860,180,6400,70,0.9,50,20,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
620,Mienshao,Kojondoコジョンド,fighting,,"['Inner Focus', 'Regenerator', 'Reckless']",65,125,60,95,60,105,510,Martial Arts Pokémon,5,0,1059860,45,6400,70,1.4,50,35.5,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
621,Druddigon,Crimganクリムガン,dragon,,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",77,120,90,60,90,48,485,Cave Pokémon,5,0,1000000,45,7680,70,1.6,50,139,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
622,Golett,Gobitゴビット,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",59,74,50,35,50,35,303,Automaton Pokémon,5,0,1000000,190,6400,70,1,,92,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
623,Golurk,Goloogゴルーグ,ground,ghost,"['Iron Fist', 'Klutz', 'No Guard']",89,124,80,55,80,55,483,Automaton Pokémon,5,0,1000000,90,6400,70,2.8,,330,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
624,Pawniard,Komatanaコマタナ,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",45,85,70,40,40,60,340,Sharp Blade Pokémon,5,0,1000000,120,5120,35,0.5,50,10.2,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1
625,Bisharp,Kirikizanキリキザン,dark,steel,"['Defiant', 'Inner Focus', 'Pressure']",65,125,100,60,70,70,490,Sword Blade Pokémon,5,0,1000000,45,5120,35,1.6,50,70,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1
626,Bouffalant,Buffronバッフロン,normal,,"['Reckless', 'Sap Sipper', 'Soundproof']",95,110,95,40,95,55,490,Bash Buffalo Pokémon,5,0,1000000,45,5120,70,1.6,50,94.6,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
627,Rufflet,Washibonワシボン,normal,flying,"['Keen Eye', 'Sheer Force', 'Hustle']",70,83,50,37,50,60,350,Eaglet Pokémon,5,0,1250000,190,5120,70,0.5,100,10.5,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
628,Braviary,Warrgleウォーグル,normal,flying,"['Keen Eye', 'Sheer Force', 'Defiant']",100,123,75,57,75,80,510,Valiant Pokémon,5,0,1250000,60,5120,70,1.5,100,41,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
629,Vullaby,Valchaiバルチャイ,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",70,55,75,45,65,60,370,Diapered Pokémon,5,0,1250000,190,5120,35,0.5,0,9,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
630,Mandibuzz,Vulginaバルジーナ,dark,flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",110,65,105,55,95,80,510,Bone Vulture Pokémon,5,0,1250000,60,5120,35,1.2,0,39.5,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
631,Heatmor,Kuitaranクイタラン,fire,,"['Gluttony', 'Flash Fire', 'White Smoke']",85,97,66,105,66,65,484,Anteater Pokémon,5,0,1000000,90,5120,70,1.4,50,58,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
632,Durant,Aiantアイアント,bug,steel,"['Swarm', 'Hustle', 'Truant']",58,109,112,48,48,109,484,Iron Ant Pokémon,5,0,1000000,90,5120,70,0.3,50,33,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
633,Deino,Monozuモノズ,dark,dragon,['Hustle'],52,65,50,45,50,38,300,Irate Pokémon,5,0,1250000,45,10240,35,0.8,50,17.3,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
634,Zweilous,Diheadジヘッド,dark,dragon,['Hustle'],72,85,70,65,70,58,420,Hostile Pokémon,5,0,1250000,45,10240,35,1.4,50,50,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
635,Hydreigon,Sazandoraサザンドラ,dark,dragon,['Levitate'],92,105,90,125,90,98,600,Brutal Pokémon,5,0,1250000,45,10240,35,1.8,50,160,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
636,Larvesta,Merlarvaメラルバ,bug,fire,"['Flame Body', 'Swarm']",55,85,55,50,55,60,360,Torch Pokémon,5,0,1250000,45,10240,70,1.1,50,28.8,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2
637,Volcarona,Ulgamothウルガモス,bug,fire,"['Flame Body', 'Swarm']",85,60,65,135,105,100,550,Sun Pokémon,5,0,1250000,15,10240,70,1.6,50,46,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2
638,Cobalion,Cobalonコバルオン,steel,fighting,['Justified'],91,90,129,90,72,108,580,Iron Will Pokémon,5,1,1250000,3,20480,35,2.1,,250,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1
639,Terrakion,Terrakionテラキオン,rock,fighting,['Justified'],91,129,90,72,90,108,580,Cavern Pokémon,5,1,1250000,3,20480,35,1.9,,260,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2
640,Virizion,Virizionビリジオン,grass,fighting,['Justified'],91,90,72,90,129,108,580,Grassland Pokémon,5,1,1250000,3,20480,35,2,,200,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
641,Tornadus,Tornelos (keshin Forme)トルネロス,flying,,"['Prankster', 'Defiant', 'Regenerator']",79,100,80,110,90,121,580,Cyclone Pokémon,5,1,1250000,3,30720,90,1.5,100,63,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1
642,Thundurus,Voltolos (keshin Forme)ボルトロス,electric,flying,"['Prankster', 'Defiant', 'Volt Absorb']",79,105,70,145,80,101,580,Bolt Strike Pokémon,5,1,1250000,3,30720,90,1.5,100,61,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
643,Reshiram,Reshiramレシラム,dragon,fire,['Turboblaze'],100,120,100,150,120,90,680,Vast White Pokémon,5,1,1250000,3,30720,0,3.2,,330,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1
644,Zekrom,Zekromゼクロム,dragon,electric,['Teravolt'],100,150,120,120,100,90,680,Deep Black Pokémon,5,1,1250000,3,30720,0,2.9,,345,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5
645,Landorus,Landlos (keshin Forme)ランドロス,ground,flying,"['Sand Force', 'Sheer Force', 'Intimidate']",89,145,90,105,80,91,600,Abundance Pokémon,5,1,1250000,3,30720,90,1.5,100,68,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2
646,Kyurem,Kyuremキュレム,dragon,ice,"['Pressure', 'Teravolt', 'Turboblaze']",125,120,90,170,100,95,700,Boundary Pokémon,5,1,1250000,3,30720,0,3,,325,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5
647,Keldeo,Keldeo (itsumo No Sugata)ケルディオ,water,fighting,['Justified'],91,72,90,129,90,108,580,Colt Pokémon,5,1,1250000,3,20480,35,1.4,,48.5,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5
648,Meloetta,Meloetta (step Forme)メロエッタ,normal,psychic,['Serene Grace'],100,128,90,77,77,128,600,Melody Pokémon,5,1,1250000,3,30720,100,0.6,,6.5,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
649,Genesect,Genesectゲノセクト,bug,steel,['Download'],71,120,95,120,95,99,600,Paleozoic Pokémon,5,1,1250000,3,30720,0,1.5,,82.5,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
650,Chespin,Harimaronハリマロン,grass,,"['Overgrow', 'Bulletproof']",56,61,65,48,45,38,313,Spiky Nut Pokémon,6,0,1059860,45,5120,70,0.4,88.1,9,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
651,Quilladin,Hariborgハリボーグ,grass,,"['Overgrow', 'Bulletproof']",61,78,95,56,58,57,405,Spiny Armor Pokémon,6,0,1059860,45,5120,70,0.7,88.1,29,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
652,Chesnaught,Brigarronブリガロン,grass,fighting,"['Overgrow', 'Bulletproof']",88,107,122,74,75,64,530,Spiny Armor Pokémon,6,0,1059860,45,5120,70,1.6,88.1,90,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
653,Fennekin,Fokkoフォッコ,fire,,"['Blaze', 'Magician']",40,45,40,62,60,60,307,Fox Pokémon,6,0,1059860,45,5120,70,0.4,88.1,9.4,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
654,Braixen,Tairenarテールナー,fire,,"['Blaze', 'Magician']",59,59,58,90,70,73,409,Fox Pokémon,6,0,1059860,45,5120,70,1,88.1,14.5,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
655,Delphox,Mahoxyマフォクシー,fire,psychic,"['Blaze', 'Magician']",75,69,72,114,100,104,534,Fox Pokémon,6,0,1059860,45,5120,70,1.5,88.1,39,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2
656,Froakie,Keromatsuケロマツ,water,,"['Torrent', 'Protean']",41,56,40,62,44,71,314,Bubble Frog Pokémon,6,0,1059860,45,5120,70,0.3,88.1,7,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
657,Frogadier,Gekogashiraゲコガシラ,water,,"['Torrent', 'Protean']",54,63,52,83,56,97,405,Bubble Frog Pokémon,6,0,1059860,45,5120,70,0.6,88.1,10.9,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
658,Greninja,Gekkougaゲッコウガ,water,dark,"['Torrent', 'Protean', 'Battle Bond']",72,145,67,153,71,132,640,Ninja Pokémon,6,0,1059860,45,5120,70,1.5,88.1,40,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
659,Bunnelby,Horubeeホルビー,normal,,"['Pickup', 'Cheek Pouch', 'Huge Power']",38,36,38,32,36,57,237,Digging Pokémon,6,0,1000000,255,3840,70,0.4,50,5,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
660,Diggersby,Horudoホルード,normal,ground,"['Pickup', 'Cheek Pouch', 'Huge Power']",85,56,77,50,77,78,423,Digging Pokémon,6,0,1000000,127,3840,70,1,50,42.4,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2
661,Fletchling,Yayakomaヤヤコマ,normal,flying,"['Big Pecks', 'Gale Wings']",45,50,43,40,38,62,278,Tiny Robin Pokémon,6,0,1059860,255,3840,70,0.3,50,1.7,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
662,Fletchinder,Hinoyakomaヒノヤコマ,fire,flying,"['Flame Body', 'Gale Wings']",62,73,55,56,52,84,382,Ember Pokémon,6,0,1059860,120,3840,70,0.7,50,16,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
663,Talonflame,Fiarrowファイアロー,fire,flying,"['Flame Body', 'Gale Wings']",78,81,71,74,69,126,499,Scorching Pokémon,6,0,1059860,45,3840,70,1.2,50,24.5,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
664,Scatterbug,Kofukimushiコフキムシ,bug,,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",38,35,40,27,25,35,200,Scatterdust Pokémon,6,0,1000000,255,3840,70,0.3,50,2.5,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
665,Spewpa,Kofuuraiコフーライ,bug,,"['Shed Skin', 'Friend Guard']",45,22,60,27,30,29,213,Scatterdust Pokémon,6,0,1000000,120,3840,70,0.3,50,8.4,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
666,Vivillon,Viviyonビビヨン,bug,flying,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",80,52,50,90,50,89,411,Scale Pokémon,6,0,1000000,45,3840,70,1.2,50,17,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
667,Litleo,Shishikoシシコ,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",62,50,58,73,54,72,369,Lion Cub Pokémon,6,0,1059860,220,5120,70,0.6,11.2,13.5,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2
668,Pyroar,Kaenjishiカエンジシ,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",86,68,72,109,66,106,507,Royal Pokémon,6,0,1059860,65,5120,70,1.5,11.2,81.5,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2
669,Flabébé,Flabebeフラベベ,fairy,,"['Flower Veil', 'Symbiosis']",44,38,39,61,79,42,303,Single Bloom Pokémon,6,0,1000000,225,5120,70,0.1,0,0.1,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
670,Floette,Floetteフラエッテ,fairy,,"['Flower Veil', 'Symbiosis']",74,65,67,125,128,92,551,Fairy Pokémon,6,0,1000000,120,5120,70,0.2,0,0.9,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
671,Florges,Florgesフラージェス,fairy,,"['Flower Veil', 'Symbiosis']",78,65,68,112,154,75,552,Garden Pokémon,6,0,1000000,45,5120,70,1.1,0,10,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
672,Skiddo,Meecleメェークル,grass,,"['Sap Sipper', 'Grass Pelt']",66,65,48,62,57,52,350,Mount Pokémon,6,0,1000000,200,5120,70,0.9,50,31,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
673,Gogoat,Gogoatゴーゴート,grass,,"['Sap Sipper', 'Grass Pelt']",123,100,62,97,81,68,531,Mount Pokémon,6,0,1000000,45,5120,70,1.7,50,91,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
674,Pancham,Yanchamヤンチャム,fighting,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",67,82,62,46,48,43,348,Playful Pokémon,6,0,1000000,220,6400,70,0.6,50,8,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
675,Pangoro,Gorondaゴロンダ,fighting,dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",95,124,78,69,71,58,495,Daunting Pokémon,6,0,1000000,65,6400,70,2.1,50,136,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
676,Furfrou,Trimmienトリミアン,normal,,['Fur Coat'],75,80,60,65,90,102,472,Poodle Pokémon,6,0,1000000,160,5120,70,1.2,50,28,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
677,Espurr,Nyasperニャスパー,psychic,,"['Keen Eye', 'Infiltrator', 'Own Tempo']",62,48,54,63,60,68,355,Restraint Pokémon,6,0,1000000,190,5120,70,0.3,50,3.5,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
678,Meowstic,Nyaonixニャオニクス,psychic,,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",74,48,76,83,81,104,466,Constraint Pokémon,6,0,1000000,75,5120,70,0.6,50,8.5,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
679,Honedge,Hitotsukiヒトツキ,steel,ghost,['No Guard'],45,80,100,35,37,28,325,Sword Pokémon,6,0,1000000,180,5120,70,0.8,50,2,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
680,Doublade,Nidangillニダンギル,steel,ghost,['No Guard'],59,110,150,45,49,35,448,Sword Pokémon,6,0,1000000,90,5120,70,0.8,50,4.5,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
681,Aegislash,Gillgardギルガルド,steel,ghost,['Stance Change'],60,150,50,150,50,60,520,Royal Sword Pokémon,6,0,1000000,45,5120,70,1.7,50,53,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
682,Spritzee,Shushupuシュシュプ,fairy,,"['Healer', 'Aroma Veil']",78,52,60,63,65,23,341,Perfume Pokémon,6,0,1000000,200,5120,70,0.2,50,0.5,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
683,Aromatisse,Frefuwanフレフワン,fairy,,"['Healer', 'Aroma Veil']",101,72,72,99,89,29,462,Fragrance Pokémon,6,0,1000000,140,5120,70,0.8,50,15.5,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
684,Swirlix,Peroppafuペロッパフ,fairy,,"['Sweet Veil', 'Unburden']",62,48,66,59,57,49,341,Cotton Candy Pokémon,6,0,1000000,200,5120,70,0.4,50,3.5,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
685,Slurpuff,Peroreamペロリーム,fairy,,"['Sweet Veil', 'Unburden']",82,80,86,85,75,72,480,Meringue Pokémon,6,0,1000000,140,5120,70,0.8,50,5,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
686,Inkay,Maaiikaマーイーカ,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",53,54,53,37,46,45,288,Revolving Pokémon,6,0,1000000,190,5120,70,0.4,50,3.5,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1
687,Malamar,Calamaneroカラマネロ,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",86,92,88,68,75,73,482,Overturning Pokémon,6,0,1000000,80,5120,70,1.5,50,47,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1
688,Binacle,Kameteteカメテテ,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",42,52,67,39,56,50,306,Two-Handed Pokémon,6,0,1000000,120,5120,70,0.5,50,31,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
689,Barbaracle,Gamenodesガメノデス,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",72,105,115,54,86,68,500,Collective Pokémon,6,0,1000000,45,5120,70,1.3,50,96,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
690,Skrelp,Kuzumoクズモー,poison,water,"['Poison Point', 'Poison Touch', 'Adaptability']",50,60,60,60,60,30,320,Mock Kelp Pokémon,6,0,1000000,225,5120,70,0.5,50,7.3,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
691,Dragalge,Dramidoroドラミドロ,poison,dragon,"['Poison Point', 'Poison Touch', 'Adaptability']",65,75,90,97,123,44,494,Mock Kelp Pokémon,6,0,1000000,55,5120,70,1.8,50,81.5,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5
692,Clauncher,Udeppouウデッポウ,water,,['Mega Launcher'],50,53,62,58,63,44,330,Water Gun Pokémon,6,0,1250000,225,3840,70,0.5,50,8.3,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
693,Clawitzer,Blosterブロスター,water,,['Mega Launcher'],71,73,88,120,89,59,500,Howitzer Pokémon,6,0,1250000,55,3840,70,1.3,50,35.3,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
694,Helioptile,Erikiteruエリキテル,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",44,38,33,61,43,70,289,Generator Pokémon,6,0,1000000,190,5120,70,0.5,50,6,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1
695,Heliolisk,Elezardエレザード,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",62,55,52,109,94,109,481,Generator Pokémon,6,0,1000000,75,5120,70,1,50,21,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1
696,Tyrunt,Chigorasチゴラス,rock,dragon,"['Strong Jaw', 'Sturdy']",58,89,77,45,45,48,362,Royal Heir Pokémon,6,0,1000000,45,7680,70,0.8,88.1,26,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1
697,Tyrantrum,Gachigorasガチゴラス,rock,dragon,"['Strong Jaw', 'Rock Head']",82,121,119,69,59,71,521,Despot Pokémon,6,0,1000000,45,7680,70,2.5,88.1,270,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1
698,Amaura,Amarusアマルス,rock,ice,"['Refrigerate', 'Snow Warning']",77,59,50,67,63,46,362,Tundra Pokémon,6,0,1000000,45,7680,70,1.3,88.1,25.2,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2
